pid,n_scs_total,n_scs_strong,n_branches,S,K,merger_richness,C_fourier,n_sign_changes,phase
648,170,6,1,0.0,0.6000000000000001,0,2.9178513328429903,0,Fragmented
649,46,1,4,1.19858688087283,1.29858688087283,2,0.5795747001712623,3,StrongMerger
650,115,9,3,0.9600386523501672,1.860038652350167,2,1.0569169302654,2,StrongMerger
651,10,4,4,0.9944218262260733,1.3944218262260732,2,1.6748210656078903,3,StrongMerger
652,40,1,6,1.5839664977291545,1.6839664977291546,2,0.556073558836247,5,StrongMerger
653,0,0,2,0.45884684243710105,0.45884684243710105,0,0.9068079341495404,1,Trivial
654,102,7,3,1.030641609473931,1.7306416094739312,2,1.4056490873412035,2,StrongMerger
655,12,3,2,0.45884684243710105,0.7588468424371011,2,6.466995160895687,1,StrongMerger
656,21,4,5,1.372615052159992,1.772615052159992,2,0.532228519611516,4,StrongMerger
657,71,3,4,0.9464318575213617,1.2464318575213618,2,1.8225145501731024,3,StrongMerger
658,199,7,2,0.5623351446188083,1.2623351446188082,2,4.842661314101637,1,StrongMerger
659,0,0,2,0.6931471805599453,0.6931471805599453,0,0.5280949559966539,1,Trivial
660,65,2,3,1.0261302866102477,1.2261302866102477,2,1.1174767627723783,2,StrongMerger
661,125,3,3,1.0361059705283655,1.3361059705283655,2,1.1365064817277049,2,StrongMerger
662,97,5,3,1.0612039759627614,1.5612039759627614,2,1.5929255273719578,2,StrongMerger
663,0,0,2,0.6754645824509031,0.6754645824509031,0,1.5843754246335326,1,Trivial
664,13,2,3,0.5880154047930386,0.7880154047930386,2,1.855752450315602,2,StrongMerger
665,0,0,4,1.3328692955605939,1.3328692955605939,0,1.3565571400536038,3,Trivial
666,86,7,2,0.18920898053816695,0.889208980538167,2,1.8811536191297793,1,StrongMerger
667,85,3,2,0.45884684243710105,0.7588468424371011,2,2.954097022436729,1,StrongMerger
668,0,0,1,0.0,0.0,0,2.1488588981417402,0,Trivial
669,112,3,2,0.5623351446188083,0.8623351446188083,2,1.4042923560530922,1,StrongMerger
670,0,0,2,0.13906079845474112,0.13906079845474112,0,1.5727375192948738,1,Trivial
671,24,1,2,0.27416591535017265,0.37416591535017263,1,0.9964214266898941,1,WeakMerger
672,107,2,3,1.0969145891465133,1.2969145891465133,2,0.6097837885030514,2,StrongMerger
673,12,6,1,0.0,0.6000000000000001,0,1.5475790526958333,0,Fragmented
674,0,0,2,0.40609642111261135,0.40609642111261135,0,7.1903047932599335,1,Trivial
675,80,5,3,0.6448981594894196,1.1448981594894196,2,0.7489954464684685,2,StrongMerger
676,144,4,3,1.003690367837568,1.403690367837568,2,1.273278151065856,2,StrongMerger
677,131,1,1,0.0,0.1,0,2.3221870828014617,0,Fragmented
678,0,0,3,0.85990958483552,0.85990958483552,0,1.5421150140895508,2,Trivial
679,79,3,2,0.5788586438389152,0.8788586438389152,2,1.4380717728726584,1,StrongMerger
680,123,3,3,0.7080903763324851,1.008090376332485,1,2.067757765590958,2,WeakMerger
681,83,7,2,0.45884684243710105,1.158846842437101,2,1.3907430742458224,1,StrongMerger
682,0,0,2,0.6926588198060253,0.6926588198060253,0,1.4018733819512652,1,Trivial
683,20,1,2,0.6210863745552451,0.721086374555245,2,1.0458428179522161,1,StrongMerger
684,0,0,2,0.5788586438389152,0.5788586438389152,0,2.4651968013903205,1,Trivial
685,35,1,2,0.6911927820032008,0.7911927820032008,2,3.7187954506427983,1,StrongMerger
686,41,2,5,1.3456342652946096,1.5456342652946096,2,0.34587568699973514,4,StrongMerger
687,0,0,3,1.0403389297122625,1.0403389297122625,0,0.7781071007648199,2,Trivial
688,106,7,2,0.6434915530192904,1.3434915530192906,2,0.7090134312374438,1,StrongMerger
689,0,0,2,0.27416591535017265,0.27416591535017265,0,1.7523216621706674,1,Trivial
690,0,0,1,0.0,0.0,0,5.576103336487714,0,Trivial
691,0,0,3,1.0387435715615458,1.0387435715615458,0,1.2989903073794697,2,Trivial
692,97,8,2,0.6615632381579821,1.4615632381579822,2,2.3503609702646435,1,StrongMerger
693,0,0,3,0.31325985468909356,0.31325985468909356,0,0.7879803316349069,2,Trivial
694,46,4,4,1.2885250470928489,1.688525047092849,2,0.6163693130714288,3,StrongMerger
695,90,2,3,1.079713275513541,1.279713275513541,2,0.3213992122771827,2,StrongMerger
696,0,0,2,0.4333988732907457,0.4333988732907457,0,1.5308778742665154,1,Trivial
697,1,0,2,0.5253213195155949,0.5253213195155949,0,1.4886439349447789,1,Trivial
698,0,0,1,0.0,0.0,0,1.5487703369450994,0,Trivial
699,82,1,3,0.9874490763604049,1.087449076360405,2,1.087692033461763,2,StrongMerger
700,0,0,2,0.13906079845474112,0.13906079845474112,0,1.9223321085662706,1,Trivial
701,94,5,2,0.6615632381579821,1.1615632381579821,2,1.0940143379336844,1,StrongMerger
702,0,0,1,0.0,0.0,0,2.739186539131675,0,Trivial
703,0,0,1,0.0,0.0,0,3.7593953857152145,0,Trivial
704,2,1,2,0.08048483706800685,0.18048483706800686,2,3.5631497132923036,1,StrongMerger
705,0,0,1,0.0,0.0,0,2.1204950039002957,0,Trivial
706,103,5,2,0.6434915530192904,1.1434915530192904,2,0.445951413822216,1,StrongMerger
707,14,3,3,1.0148929570695906,1.3148929570695906,2,1.4450760270864225,2,StrongMerger
708,15,5,1,0.0,0.5,0,2.7944395996493907,0,Fragmented
709,58,2,1,0.0,0.2,0,1.3843274049010454,0,Fragmented
710,30,1,2,0.6887461892700277,0.7887461892700277,2,2.2571594342805974,1,StrongMerger
711,91,0,2,0.48257756517701206,0.48257756517701206,0,0.8625802192060508,1,Trivial
712,112,2,1,0.0,0.2,0,1.5470842228100397,0,Fragmented
713,24,4,3,1.0182418068881995,1.4182418068881995,2,0.5727931351165378,2,StrongMerger
714,60,1,2,0.34520662539160074,0.4452066253916007,2,2.7999081779331605,1,StrongMerger
715,79,5,4,0.9619965414741967,1.4619965414741967,2,0.3477143326867742,3,StrongMerger
716,0,0,4,1.2002327321808315,1.2002327321808315,0,0.25182751208869264,3,Trivial
717,16,3,2,0.6615632381579821,0.9615632381579822,2,2.2943464527590978,1,StrongMerger
718,12,2,4,1.3228354464727916,1.5228354464727916,2,0.5488644966415219,3,StrongMerger
719,26,3,4,1.04384515209672,1.34384515209672,2,0.6364585071336579,3,StrongMerger
720,146,6,2,0.5623351446188083,1.1623351446188084,2,1.5180618528122325,1,StrongMerger
721,26,5,3,0.8277277649373649,1.3277277649373649,2,0.6735417652445637,2,StrongMerger
722,6,3,4,0.9944485915826461,1.294448591582646,2,0.7106813039446531,3,StrongMerger
723,62,2,2,0.6081931982998787,0.8081931982998787,2,3.400402885657614,1,StrongMerger
724,132,2,2,0.6615632381579821,0.8615632381579821,2,1.0460782950877263,1,StrongMerger
725,23,4,1,0.0,0.4,0,1.6169436285421475,0,Fragmented
726,36,1,3,1.0256153268437784,1.1256153268437785,2,1.9015966105743893,2,StrongMerger
727,80,1,1,0.0,0.1,0,3.7954330628430677,0,Fragmented
728,180,6,2,0.08048483706800685,0.680484837068007,2,1.8550373089548273,1,StrongMerger
729,0,0,2,0.34520662539160074,0.34520662539160074,0,1.164142779570777,1,Trivial
730,16,2,3,1.0495259788207552,1.2495259788207551,2,2.086359156864075,2,StrongMerger
731,154,5,2,0.34520662539160074,0.8452066253916007,2,2.824438094910233,1,StrongMerger
732,115,5,5,1.4730678114694453,1.9730678114694453,2,0.39204050731105256,4,StrongMerger
733,117,9,3,0.9556379946446711,1.8556379946446713,2,2.303304046688562,2,StrongMerger
734,0,0,1,0.0,0.0,0,5.457475215778939,0,Trivial
735,67,5,3,0.6365419799918505,1.1365419799918506,2,1.3052189444143216,2,StrongMerger
736,0,0,4,1.166217280400878,1.166217280400878,0,0.28697386633416405,3,Trivial
737,33,1,4,1.3254361443472131,1.4254361443472132,1,0.17755444955925487,3,WeakMerger
738,13,0,3,1.0148929570695904,1.0148929570695904,0,0.5570390525840727,2,Trivial
739,0,0,4,0.9984739154939537,0.9984739154939537,0,2.2110370003500357,3,Trivial
740,136,5,3,0.7022460111906874,1.2022460111906874,2,1.539458585295953,2,StrongMerger
741,120,3,4,1.241959711155049,1.5419597111550492,2,0.5940246027120715,3,StrongMerger
742,0,0,2,0.6911927820032008,0.6911927820032008,0,1.7619632993343557,1,Trivial
743,71,1,6,1.6512300464446372,1.7512300464446373,2,0.6784502539940326,5,StrongMerger
744,39,4,1,0.0,0.4,0,0.5219313612049669,0,Fragmented
745,108,4,2,0.6808899872666533,1.0808899872666533,2,2.1279579992245123,1,StrongMerger
746,119,3,2,0.48257756517701206,0.7825775651770122,2,1.9338803154361286,1,StrongMerger
747,0,0,2,0.6911927820032008,0.6911927820032008,0,2.5304576975576563,1,Trivial
748,33,3,2,0.18920898053816695,0.48920898053816697,2,5.952028759072534,1,StrongMerger
749,0,0,1,0.0,0.0,0,6.440219738804112,0,Trivial
750,0,0,2,0.6081931982998787,0.6081931982998787,0,1.1442701003315474,1,Trivial
751,88,7,1,0.0,0.7000000000000001,0,4.211379254859396,0,Fragmented
752,92,5,2,0.5047041940481001,1.0047041940481,2,0.5781498057147522,1,StrongMerger
753,0,0,2,0.5253213195155949,0.5253213195155949,0,2.3846679564592437,1,Trivial
754,150,4,4,1.040839837423239,1.4408398374232392,2,1.0731309081649492,3,StrongMerger
755,0,0,3,0.35336926814306524,0.35336926814306524,0,2.4315247785410454,2,Trivial
756,82,1,4,1.2100188611789986,1.3100188611789987,1,0.36861463341541206,3,WeakMerger
757,0,0,2,0.5253213195155949,0.5253213195155949,0,5.360274782517452,1,Trivial
758,0,0,2,0.27416591535017265,0.27416591535017265,0,1.7453727811762818,1,Trivial
759,0,0,2,0.5047041940481001,0.5047041940481001,0,0.7380133207056516,1,Trivial
760,0,0,2,0.6887461892700277,0.6887461892700277,0,0.202737505023844,1,Trivial
761,191,7,3,0.6804265200365103,1.3804265200365102,2,1.509421114330651,2,StrongMerger
762,15,2,2,0.6926588198060253,0.8926588198060252,2,1.4320693642303899,1,StrongMerger
763,22,0,3,1.0327119369306486,1.0327119369306486,0,0.7192845457801698,2,Trivial
764,124,1,3,0.9458518982548731,1.0458518982548732,1,0.5957789883255039,2,WeakMerger
765,0,0,1,0.0,0.0,0,1.9551993097219786,0,Trivial
766,129,5,3,0.7603044044898462,1.2603044044898462,2,2.416628926173823,2,StrongMerger
767,114,9,4,1.3564719295690835,2.2564719295690834,2,0.5871907202501975,3,StrongMerger
768,14,1,3,0.8830379848613945,0.9830379848613945,2,1.6317032852887667,2,StrongMerger
769,121,5,2,0.6530577442776866,1.1530577442776866,2,0.5358558481204159,1,StrongMerger
770,18,3,3,0.9372606504622132,1.2372606504622132,2,0.8315035887625135,2,StrongMerger
771,0,0,1,0.0,0.0,0,7.699840164192689,0,Trivial
772,82,4,2,0.6615632381579821,1.0615632381579823,2,1.2536657542033254,1,StrongMerger
773,21,2,4,1.2203898044829409,1.4203898044829408,2,1.6755140429517772,3,StrongMerger
774,0,0,1,0.0,0.0,0,2.961366311120191,0,Trivial
775,101,2,1,0.0,0.2,0,1.6050878917928508,0,Fragmented
776,0,0,4,1.1324457370367136,1.1324457370367136,0,1.0811396875262584,3,Trivial
777,144,6,1,0.0,0.6000000000000001,0,5.661788060223259,0,Fragmented
778,22,2,3,0.9558525133335425,1.1558525133335424,2,1.419166381588398,2,StrongMerger
779,30,3,4,1.0715846030876515,1.3715846030876515,2,1.3045585806059674,3,StrongMerger
780,159,4,2,0.6081931982998787,1.0081931982998786,2,3.1251059468504385,1,StrongMerger
781,88,5,2,0.13906079845474112,0.6390607984547412,2,2.3028062888301393,1,StrongMerger
782,58,2,2,0.34520662539160074,0.5452066253916008,2,2.894152029760732,1,StrongMerger
783,0,0,3,0.8024600849945742,0.8024600849945742,0,2.3434336567189558,2,Trivial
784,10,0,2,0.6210863745552451,0.6210863745552451,0,0.7047574367153294,1,Trivial
785,31,2,2,0.37677016125643675,0.5767701612564368,2,4.3792704419363755,1,StrongMerger
786,24,2,4,1.2611760604489306,1.4611760604489306,2,1.6984424546111478,3,StrongMerger
787,70,2,3,0.6400420026635811,0.8400420026635811,2,1.4931526907081982,2,StrongMerger
788,182,6,2,0.6615632381579821,1.2615632381579822,2,2.08237542813108,1,StrongMerger
789,15,3,3,0.9513922630451135,1.2513922630451135,2,0.728894673331579,2,StrongMerger
790,0,0,1,0.0,0.0,0,8.106596024931033,0,Trivial
791,77,6,2,0.5623351446188083,1.1623351446188084,2,0.502505418991332,1,StrongMerger
792,24,2,2,0.27416591535017265,0.47416591535017266,2,2.1416542201690194,1,StrongMerger
793,136,8,6,1.551978668441439,2.351978668441439,2,0.8729935197381743,5,StrongMerger
794,0,0,2,0.6690268361602776,0.6690268361602776,0,4.337455755420399,1,Trivial
795,0,0,4,1.1357374020538098,1.1357374020538098,0,1.5864790388561667,3,Trivial
796,1,1,1,0.0,0.1,0,1.7003871810735804,0,Fragmented
797,12,5,3,0.9119687210766132,1.4119687210766132,2,0.7814657517786574,2,StrongMerger
798,0,0,3,0.7397736046096834,0.7397736046096834,0,1.5823969046492792,2,Trivial
799,0,0,4,0.738064877312186,0.738064877312186,0,3.292904402663133,3,Trivial
800,48,1,4,1.114163935747006,1.214163935747006,1,0.3164958705343694,3,WeakMerger
801,0,0,4,1.3014042313193432,1.3014042313193432,0,0.1496333132432891,3,Trivial
802,0,0,3,0.6956604201424375,0.6956604201424375,0,0.8738717000032223,2,Trivial
803,0,0,2,0.18920898053816695,0.18920898053816695,0,0.42974104070954433,1,Trivial
804,158,5,4,1.1079202681753082,1.6079202681753082,2,1.5171377437382851,3,StrongMerger
805,0,0,1,0.0,0.0,0,3.0463475052466884,0,Trivial
806,127,4,2,0.13906079845474112,0.5390607984547411,2,1.1884479781442303,1,StrongMerger
807,13,3,5,1.3348342200534367,1.6348342200534367,2,1.5391317763049477,4,StrongMerger
808,91,5,2,0.6887461892700277,1.1887461892700277,2,2.4505777253970757,1,StrongMerger
809,0,0,1,0.0,0.0,0,2.77962060730504,0,Trivial
810,67,8,3,0.9630280186054356,1.7630280186054357,2,0.7026290668883216,2,StrongMerger
811,0,0,2,0.3111291548118492,0.3111291548118492,0,2.0370058780845923,1,Trivial
812,148,7,2,0.2337916587064593,0.9337916587064594,2,1.9530787510180243,1,StrongMerger
813,0,0,2,0.40609642111261135,0.40609642111261135,0,5.243303175101741,1,Trivial
814,122,9,2,0.4333988732907457,1.3333988732907458,2,2.3863070462287927,1,StrongMerger
815,0,0,1,0.0,0.0,0,4.555546813017485,0,Trivial
816,0,0,1,0.0,0.0,0,5.709210818805779,0,Trivial
817,36,2,2,0.37677016125643675,0.5767701612564368,2,0.7912384682911823,1,StrongMerger
818,63,1,3,0.9522287851265798,1.05222878512658,1,1.5057930445879162,2,WeakMerger
819,0,0,3,1.0315319910566592,1.0315319910566592,0,0.2521677475375271,2,Trivial
820,267,6,1,0.0,0.6000000000000001,0,9.568666235725015,0,Fragmented
821,0,0,3,0.7588180950206032,0.7588180950206032,0,1.3764895425015655,2,Trivial
822,4,0,4,1.110661418436167,1.110661418436167,0,0.6524638206047869,3,Trivial
823,128,8,2,0.3111291548118492,1.1111291548118492,2,3.749837484867762,1,StrongMerger
824,164,6,1,0.0,0.6000000000000001,0,6.000048475713075,0,Fragmented
825,43,6,5,1.5005600579239198,2.1005600579239196,2,0.6020882788614159,4,StrongMerger
826,0,0,1,0.0,0.0,0,2.1628426593295176,0,Trivial
827,4,1,2,0.6808899872666533,0.7808899872666533,2,1.5294770089407463,1,StrongMerger
828,18,0,2,0.08048483706800685,0.08048483706800685,0,3.4154752426704995,1,Trivial
829,13,1,2,0.40609642111261135,0.5060964211126113,2,1.3415792614036652,1,StrongMerger
830,26,4,2,0.6911927820032008,1.0911927820032008,2,0.9135327593758374,1,StrongMerger
831,0,0,2,0.5253213195155949,0.5253213195155949,0,1.9562597038641678,1,Trivial
832,0,0,3,0.8394529426301041,0.8394529426301041,0,0.5445812464367719,2,Trivial
833,127,2,4,0.8929504822874641,1.092950482287464,2,1.0934416477657192,3,StrongMerger
834,18,2,2,0.6434915530192904,0.8434915530192904,2,0.36546295836523746,1,StrongMerger
835,175,5,2,0.37677016125643675,0.8767701612564367,2,4.666617588390083,1,StrongMerger
836,18,2,1,0.0,0.2,0,3.441393201498176,0,Fragmented
837,0,0,1,0.0,0.0,0,0.832267903350643,0,Trivial
838,26,2,4,1.2907650867800378,1.4907650867800377,2,0.2486918581861773,3,StrongMerger
839,18,3,4,1.2389721789244328,1.5389721789244328,2,1.8898599714491124,3,StrongMerger
840,128,1,3,0.9138977180245067,1.0138977180245068,2,1.109259804240839,2,StrongMerger
841,0,0,1,0.0,0.0,0,4.439347109612493,0,Trivial
842,189,5,2,0.5253213195155949,1.0253213195155948,2,4.844961560742575,1,StrongMerger
843,70,2,2,0.48257756517701206,0.6825775651770121,2,1.2535935028863794,1,StrongMerger
844,8,1,2,0.6808899872666533,0.7808899872666533,2,1.2338320805199117,1,StrongMerger
845,0,0,1,0.0,0.0,0,3.8284014269887274,0,Trivial
846,112,4,2,0.6328428307500615,1.0328428307500617,2,1.0852604782715074,1,StrongMerger
847,134,6,4,1.2241893648263928,1.824189364826393,2,0.6962328001644024,3,StrongMerger
848,0,0,3,0.8534657656895106,0.8534657656895106,0,1.0559870414899253,2,Trivial
849,4,2,3,0.9130285508340013,1.1130285508340012,2,0.583726886322548,2,StrongMerger
850,0,0,2,0.5941300227248385,0.5941300227248385,0,0.35805193672032126,1,Trivial
851,9,2,3,0.7774621319109288,0.9774621319109289,2,3.209179121733796,2,StrongMerger
852,0,0,1,0.0,0.0,0,1.9489784528464804,0,Trivial
853,94,1,3,1.073763865055576,1.1737638650555762,2,1.2790912552872837,2,StrongMerger
854,0,0,3,0.9827157898414949,0.9827157898414949,0,1.3457091438218567,2,Trivial
855,15,5,2,0.6210863745552451,1.121086374555245,2,1.405734706237666,1,StrongMerger
856,196,5,3,0.7064440523558189,1.2064440523558189,2,4.321842459173256,2,StrongMerger
857,9,5,2,0.5047041940481001,1.0047041940481,2,2.6962360940253536,1,StrongMerger
858,13,1,2,0.6328428307500615,0.7328428307500615,2,2.0271813051876952,1,StrongMerger
859,65,3,3,0.8129422381592002,1.1129422381592002,2,1.2519630700169162,2,StrongMerger
860,24,1,5,1.2807305650514986,1.3807305650514987,2,0.906996135586004,4,StrongMerger
861,3,1,3,0.5363593120000422,0.6363593120000421,2,3.4402135184264337,2,StrongMerger
862,0,0,1,0.0,0.0,0,6.7298864089988255,0,Trivial
863,0,0,3,0.9201898362918671,0.9201898362918671,0,3.232829028657927,2,Trivial
864,84,2,2,0.45884684243710105,0.658846842437101,1,3.4599395163204356,1,WeakMerger
865,0,0,3,0.9162607129048044,0.9162607129048044,0,2.652428882788809,2,Trivial
866,0,0,2,0.48257756517701206,0.48257756517701206,0,0.35439771790600655,1,Trivial
867,0,0,2,0.6081931982998787,0.6081931982998787,0,1.3119658207842562,1,Trivial
868,0,0,3,0.8760473519389309,0.8760473519389309,0,0.35702266953140543,2,Trivial
869,0,0,3,1.0361059705283655,1.0361059705283655,0,0.6456550279228709,2,Trivial
870,15,4,3,0.9613067103070353,1.3613067103070353,2,1.9135696934697146,2,StrongMerger
871,0,0,4,1.3302817443480106,1.3302817443480106,0,0.17299027813867907,3,Trivial
872,0,0,1,0.0,0.0,0,2.7216852719419573,0,Trivial
873,112,6,2,0.5047041940481001,1.1047041940481002,2,0.6894016217363337,1,StrongMerger
874,26,2,1,0.0,0.2,0,2.384812351136027,0,Fragmented
875,11,2,4,1.1255800962968388,1.3255800962968387,2,0.5481815191776862,3,StrongMerger
876,108,1,3,1.0361059705283655,1.1361059705283656,2,0.6877438069823663,2,StrongMerger
877,124,3,2,0.6808899872666533,0.9808899872666533,2,0.8451941634551292,1,StrongMerger
878,0,0,1,0.0,0.0,0,6.466176745332898,0,Trivial
879,56,1,3,0.9394748701797939,1.039474870179794,2,0.9689668232958167,2,StrongMerger
880,54,2,1,0.0,0.2,0,1.5411631208439065,0,Fragmented
881,0,0,2,0.2337916587064593,0.2337916587064593,0,1.10161544439306,1,Trivial
882,53,4,3,0.7482102114830909,1.1482102114830908,2,2.860488897535471,2,StrongMerger
883,181,7,4,1.2159658265587077,1.9159658265587076,2,0.5966674419470622,3,StrongMerger
884,0,0,2,0.6530577442776866,0.6530577442776866,0,0.7325559464969742,1,Trivial
885,0,0,2,0.6081931982998787,0.6081931982998787,0,1.5870828805141624,1,Trivial
886,20,2,2,0.48257756517701206,0.6825775651770121,2,0.7920956917727539,1,StrongMerger
887,23,2,2,0.6434915530192904,0.8434915530192904,2,4.037176820437601,1,StrongMerger
888,0,0,2,0.37677016125643675,0.37677016125643675,0,2.691522526220897,1,Trivial
889,0,0,4,0.9286785403808919,0.9286785403808919,0,2.3989651440392272,3,Trivial
890,100,2,5,1.455135648505901,1.655135648505901,2,0.28638432839280026,4,StrongMerger
891,0,0,3,0.7968161072486227,0.7968161072486227,0,0.9705141909231964,2,Trivial
892,0,0,1,0.0,0.0,0,3.735120148708998,0,Trivial
893,0,0,2,0.34520662539160074,0.34520662539160074,0,2.5481676791257355,1,Trivial
894,29,3,3,0.9806428695122922,1.2806428695122922,2,0.647427627639188,2,StrongMerger
895,56,4,5,1.2408273950859527,1.6408273950859527,2,0.4051586927168813,4,StrongMerger
896,100,4,3,1.0148929570695904,1.4148929570695903,2,0.6341272641840318,2,StrongMerger
897,68,2,2,0.6530577442776866,0.8530577442776865,2,0.8504202589533654,1,StrongMerger
898,1,0,5,1.3769989966257425,1.3769989966257425,0,0.28026116245846255,4,Trivial
899,119,4,2,0.6754645824509031,1.0754645824509033,2,1.2295885076319275,1,StrongMerger
900,28,2,2,0.40609642111261135,0.6060964211126114,2,0.5519287844619746,1,StrongMerger
901,23,2,2,0.6081931982998787,0.8081931982998787,2,11.632157829245024,1,StrongMerger
902,27,2,3,0.8119814689473993,1.0119814689473994,2,0.8510136864411794,2,StrongMerger
903,90,4,2,0.6081931982998787,1.0081931982998786,2,0.6094392447401411,1,StrongMerger
904,7,3,1,0.0,0.30000000000000004,0,5.334419917683109,0,Fragmented
905,57,3,2,0.6808899872666533,0.9808899872666533,2,2.127840725642685,1,StrongMerger
906,120,7,2,0.27416591535017265,0.9741659153501727,2,4.243204964449241,1,StrongMerger
907,2,1,2,0.3111291548118492,0.4111291548118492,2,2.764065083536851,1,StrongMerger
908,44,3,3,0.9018177312797546,1.2018177312797547,2,0.8386747994248395,2,StrongMerger
909,47,3,6,1.6584392415968265,1.9584392415968266,2,0.983487590823688,5,StrongMerger
910,37,4,2,0.6931471805599453,1.0931471805599453,2,1.6436078465434905,1,StrongMerger
911,129,4,1,0.0,0.4,0,1.386572576571552,0,Fragmented
912,10,4,3,1.0969145891465133,1.4969145891465132,2,0.42860640453176085,2,StrongMerger
913,24,5,1,0.0,0.5,0,4.68170499743647,0,Fragmented
914,254,7,2,0.5623351446188083,1.2623351446188082,2,2.671549212415365,1,StrongMerger
915,0,0,2,0.4333988732907457,0.4333988732907457,0,1.3113897912040537,1,Trivial
916,32,4,4,1.2271286521897642,1.6271286521897643,2,1.1913285207443176,3,StrongMerger
917,3,3,3,0.9262190514038544,1.2262190514038545,2,0.8450555135975156,2,StrongMerger
918,73,0,3,0.8817608963367715,0.8817608963367715,0,2.116169178201265,2,Trivial
919,0,0,2,0.45884684243710105,0.45884684243710105,0,0.6728739274216646,1,Trivial
920,18,4,2,0.6808899872666533,1.0808899872666533,2,1.4005463490303707,1,StrongMerger
921,122,4,1,0.0,0.4,0,1.6546908976303734,0,Fragmented
922,35,1,3,1.0532200380741075,1.1532200380741076,2,1.268452380866939,2,StrongMerger
923,85,3,1,0.0,0.30000000000000004,0,2.403932318435645,0,Fragmented
924,101,8,2,0.5623351446188083,1.3623351446188083,2,1.5904645429207036,1,StrongMerger
925,0,0,1,0.0,0.0,0,4.975480719529298,0,Trivial
926,0,0,2,0.5253213195155949,0.5253213195155949,0,1.9027114017413145,1,Trivial
927,88,2,3,0.930645552649247,1.130645552649247,2,1.0133850789520518,2,StrongMerger
928,140,4,3,0.9130285508340014,1.3130285508340014,2,1.008091457642824,2,StrongMerger
929,245,5,3,0.85990958483552,1.35990958483552,2,4.679625381038601,2,StrongMerger
930,98,6,3,0.8449127655611359,1.444912765561136,2,1.3097579909883468,2,StrongMerger
931,45,2,4,1.3568735896254887,1.5568735896254886,2,1.7122006885686876,3,StrongMerger
932,22,0,3,0.7531829644946173,0.7531829644946173,0,3.1706436066906445,2,Trivial
933,101,2,2,0.5941300227248385,0.7941300227248385,2,8.315298797810236,1,StrongMerger
934,75,7,2,0.5788586438389152,1.2788586438389151,2,4.218657217078752,1,StrongMerger
935,123,6,2,0.6926588198060253,1.2926588198060254,2,2.0532742312922627,1,StrongMerger
936,50,5,3,0.7588180950206032,1.2588180950206032,2,0.8246676723202521,2,StrongMerger
937,20,4,4,1.1763880703528766,1.5763880703528765,2,1.5438210321824295,3,StrongMerger
938,242,7,2,0.13906079845474112,0.8390607984547411,2,2.9848358217511617,1,StrongMerger
939,93,1,1,0.0,0.1,0,1.362515514101731,0,Fragmented
940,0,0,2,0.45884684243710105,0.45884684243710105,0,1.2175289148056891,1,Trivial
941,37,5,4,1.2374671236775785,1.7374671236775785,2,0.42820818663439036,3,StrongMerger
942,48,5,4,1.2292955700171175,1.7292955700171175,2,0.8972350403030254,3,StrongMerger
943,110,2,4,1.3033875541616107,1.5033875541616106,2,0.7345032627597482,3,StrongMerger
944,143,4,2,0.27416591535017265,0.6741659153501727,2,4.2045960180442465,1,StrongMerger
945,148,7,2,0.6754645824509031,1.375464582450903,2,1.147146192136972,1,StrongMerger
946,24,0,3,0.9624037646424741,0.9624037646424741,0,0.9945683726680804,2,Trivial
947,0,0,3,1.0877223686147217,1.0877223686147217,0,0.9671658517488566,2,Trivial
948,0,0,4,1.2794059158125233,1.2794059158125233,0,0.7509584638621897,3,Trivial
949,99,5,1,0.0,0.5,0,3.822337737593091,0,Fragmented
950,0,0,2,0.37677016125643675,0.37677016125643675,0,4.389482993847176,1,Trivial
951,157,6,2,0.08048483706800685,0.680484837068007,2,1.891055651884063,1,StrongMerger
952,103,6,2,0.3111291548118492,0.9111291548118493,2,5.509766370921779,1,StrongMerger
953,22,2,3,0.9262190514038544,1.1262190514038544,2,0.6649499110295461,2,StrongMerger
954,119,6,3,0.8497368075017262,1.4497368075017263,2,1.6659168015665196,2,StrongMerger
955,38,6,4,0.9106196880832241,1.5106196880832243,2,1.35950000023025,3,StrongMerger
956,56,2,6,1.6001725111969956,1.8001725111969955,2,0.4982412411098632,5,StrongMerger
957,0,0,2,0.37677016125643675,0.37677016125643675,0,6.750999467536968,1,Trivial
958,151,9,1,0.0,0.9,0,2.9030658989850413,0,Fragmented
959,104,3,3,0.9522287851265798,1.2522287851265799,2,0.519111949650263,2,StrongMerger
960,0,0,1,0.0,0.0,0,1.5333882574940232,0,Trivial
961,79,5,3,1.0479292083955523,1.5479292083955523,2,1.9690852697718848,2,StrongMerger
962,36,2,3,0.7416929319329894,0.9416929319329894,2,0.8019375114554392,2,StrongMerger
963,24,0,1,0.0,0.0,0,1.1499876655418002,0,Trivial
964,76,5,3,1.0495259788207552,1.5495259788207552,2,0.8813079838385077,2,StrongMerger
965,135,10,3,0.7208503627184868,1.7208503627184868,2,2.82033109633458,2,StrongMerger
966,0,0,2,0.27416591535017265,0.27416591535017265,0,0.6186456855114453,1,Trivial
967,2,0,3,0.8498770601102161,0.8498770601102161,0,0.21405271443855267,2,Trivial
968,0,0,1,0.0,0.0,0,2.898415112907326,0,Trivial
969,0,0,1,0.0,0.0,0,3.8780074947322767,0,Trivial
970,33,3,2,0.6434915530192904,0.9434915530192904,2,0.7105854044050722,1,StrongMerger
